movieID,movieTitle,releaseDate,genre,directorID,duration
851232,Airport,1986,Musical,363691,65
991389,Grille,2015,Music,956284,73
616966,Futile Acceptance,1940,Comedy,275900,70
806275,Miasmal Cartoonist,1975,Romance,117926,145
182215,Circle,2024,Film-Noir,929743,126
203398,The Dissipated Probable,2022,Adventure,764338,86
842297,Algebraic Curriculum,1977,Fantasy,758448,189
942593,Textbook Numbers,2012,Horror,880378,100
359501,Predictive Idol,1992,Film-Noir,324805,160
962317,Glycerine,1994,Comedy,427592,201
268662,The Poem,2010,Drama,405976,218
155903,Nightclub,2024,History,649208,134
797698,Patronne,1957,Fantasy,499961,151
387596,Lidded Sock,2004,Sci-Fi,802629,184
501544,Hebephrenic Electricity,1991,Comedy,133352,61
628529,The Joining,2008,Musical,438649,158
257862,The Planar Coward,1979,Animation,626264,113
954973,Paean,1994,Short,467239,98
795044,The Dominant Fluttering,2012,Adventure,460667,182
372472,Communicating,1963,Western,831598,179
874533,Browning,2019,Drama,976723,180
228799,Thermonuclear Discrimination,2016,Biography,864730,138
420389,Envelope,1938,Animation,590025,95
380706,The Unseeyn Tally,2023,Music,768788,178
475584,Sleepless Idea,1981,Music,945214,144
613332,Cell,2010,Film-Noir,973028,108
809331,Ex,2019,Documentary,343036,225
339129,The Enzyme,1977,Film-Noir,250859,184
687457,Predigested Luminescence,2019,Documentary,769691,138
875186,The View,1985,Animation,191919,213
196583,The Cafeteria,2004,Adventure,362317,88
851285,The Methyl,2002,Crime,477590,215
130518,Glow,1999,Action,518973,192
504129,Domineering Rattlesnake,2024,Musical,465130,108
577029,Eyeglasses,2004,Sport,986301,85
663415,Basin,1963,Thriller,272958,65
989559,The Oleophobic Visibility,2009,Biography,120548,68
979480,Polyester,1986,Thriller,196639,91
883155,The Severable Sheriff,1952,Action,498227,198
945405,The Unjustified Radiator,2016,Action,564637,198
853591,Battalion,1992,Sci-Fi,650770,199
763645,Phenothiazine,2000,Documentary,242566,214
328973,The Cornerstone,2009,Mystery,659999,169
315221,Successful Appearing,1948,Fantasy,385635,140
631335,The Retinal,2019,Documentary,629454,117
258895,The Breve,2019,Animation,637714,114
871650,The Guise,2006,Musical,906023,110
417849,The Unexpired Slash,2003,War,187713,164
347914,Hope,2018,Film-Noir,693129,198
940135,The Dapper Investigator,2002,Crime,254663,187
824402,Incessant Rubble,2003,Horror,358590,187
709919,The Gravel,2012,War,326519,128
951656,The Descending Peg,1998,Music,367759,177
865142,The Burned Clutches,1984,Mystery,314257,140
254333,Anisogamous Weakening,2009,Documentary,143845,135
899242,Pitch,2026,Thriller,776190,133
689885,The Ablation,1957,Thriller,327258,74
213530,The Tilted Breed,2018,Sport,353911,182
471593,The Ivy,2025,Mystery,601979,217
612316,Evergreen Oxen,2002,Western,558590,208
794215,The Savage,2004,Musical,563190,117
595141,Discontinuity,1982,History,821187,141
141815,Lad,1979,Thriller,170653,90
412768,The Nauseating Drama,2017,Animation,244756,121
535122,The Tokenish Contour,2004,Sci-Fi,341699,218
915281,The Dissociation,1977,Fantasy,637714,140
245347,Semiterrestrial Bellows,1978,Western,609435,164
878868,The Lotion,2019,Romance,105260,194
929127,The Abolition,2023,War,549044,224
458860,The Macon,2001,Adventure,905612,67
801620,Platonic Makeshift,2014,Sci-Fi,555879,205
256682,The Euphonic Pennant,1976,Biography,337542,158
148314,Poultice,1990,Musical,609435,63
235341,Carter,2021,Family,443965,71
444216,Iberian Brittle,2024,Sci-Fi,608772,61
717273,Sewage,2002,Adventure,668224,145
682489,Jealousy,1946,Western,617703,82
414194,Gentlemanly Pansy,1946,Drama,289957,103
238455,The Amalgamated Imperfect,2019,Sport,610477,177
508211,Isotonic Pepper,2009,Crime,734894,125
533062,Southwestern Multitude,1972,Action,621067,72
161415,The Depraved Barrel,1994,Sci-Fi,797689,150
397538,Bomb,1965,Drama,452093,98
813669,The Newcomer,1995,Western,641531,111
932648,The Fulfilled Calisthenics,1991,Horror,780534,169
232359,The Watercolor,2019,Western,146694,186
624855,The Port Tabulation,2025,Sci-Fi,583782,214
113672,The Author,2008,Musical,363691,121
824028,The Explosion,2017,Comedy,945767,178
738515,The Human Forage,2023,Romance,627069,93
967675,Endogenous Turtleneck,2012,Fantasy,842079,148
683629,The Musing Trembling,2007,Thriller,529963,182
187415,Filmed Averting,1994,Fantasy,868642,139
181973,Commissary,2023,Adventure,554261,87
351552,Uninteresting Cyclist,1981,Film-Noir,492189,123
795672,Total,2018,Crime,666185,157
560665,The Semiautomatic Antibody,1987,Biography,698157,130
276413,Middle,1975,Horror,218045,147
881688,Familiarity,1979,Western,961579,222
157060,The Lead,1971,Music,886206,141
670167,Ballroom,2001,Fantasy,615004,171
516353,The Preoccupied Teammate,2004,Sci-Fi,293692,157
689155,The Bleachers,1995,Film-Noir,311582,214
861323,The Renewable Craven,1967,Mystery,949380,135
994511,The Reflex Chuck,2023,Thriller,931087,117
573714,The Pamphlet,1996,Documentary,827743,173
410847,The Heights,2016,Family,790915,151
151642,The Curious Rapidity,1976,Sci-Fi,244839,133
266103,The Tonal Microfilm,1966,Western,985822,121
210575,The Inning,1992,History,993708,155
167206,Psychic Guttural,2000,History,777156,115
766123,The Cream,2012,Documentary,730551,210
505430,The Wrongdoing,2024,Biography,808410,198
740520,The Shivery Persiflage,2015,Musical,144924,152
950564,The Comical Em,1989,Crime,375125,125
951990,The Zoology,2026,History,367857,116
362683,The Seacoast,2023,Sport,175198,75
924677,Fanned Descendant,1998,History,932090,72
839838,Articulate Save,2015,Adventure,391623,64
755492,Eighty,1986,War,262904,66
198988,The Void Welter,1997,War,982824,90
167248,Overconfident Class,1986,Drama,523410,204
861684,The Tubular Depicting,1992,Comedy,177230,201
477106,Veil,1934,Sci-Fi,555114,106
205492,The Re,2009,Short,754404,164
906710,Hind,2003,Adventure,138445,215
627053,The Saharan Sitting,2014,Biography,606789,126
781818,The Cage,1963,Short,436626,76
514435,The Centennial,1984,Western,418707,208
672357,The Electrifying Rational,1985,Crime,499961,141
763814,Viscosity,1998,Sport,783484,139
163853,The Spasm,2013,Crime,433165,186
620695,Buildup,1990,Short,858350,158
657217,Syrupy Sampling,2008,Drama,530696,213
752366,Victorious Privy,2012,Documentary,332385,190
993572,Guidance,2000,Crime,582899,124
146340,The Stasis,2015,Sci-Fi,530696,113
864795,The Kindergarten,2017,Crime,985822,90
914288,Convertible Paraphrase,2014,Animation,319540,90
699424,Cocoa,2010,Sci-Fi,697572,119
265152,The Gossamer Tingling,2020,Thriller,245031,198
167614,Vacuolate Lumber,2018,Animation,560341,152
142199,Belongings,2019,Musical,326519,136
436061,Intuitive Panic,2003,Horror,641993,184
801361,The Manifold,1971,Documentary,654881,112
667112,Draining Rough,1972,Film-Noir,509760,191
227569,Semisoft Laity,2006,Horror,344737,83
532984,The Rancor,1997,Music,820386,220
705512,The Suit,2007,Sci-Fi,831598,134
605794,The Unwebbed Uneasiness,1969,Western,354844,168
917594,The Primitive,1994,Drama,580822,147
673648,Phonic Miller,2003,Fantasy,778931,154
204632,Crushing,2026,Drama,929175,140
615188,The Unstratified Norm,1988,Thriller,127852,150
629226,Parallel Government,2011,Biography,836468,149
702571,Barren,1987,Short,543842,115
571693,The Hearing,2024,Comedy,610712,112
592568,Measurable Pensioner,1974,Sport,493332,212
651081,Especial Drake,2018,Thriller,300512,162
634151,The Growing Ballplayer,2005,Adventure,777156,187
937067,The Raftered Compilation,1984,Fantasy,436729,155
791257,Lymph,2022,Animation,634482,103
663072,The Devilish Proprietor,2009,Horror,195273,213
547192,The Munificent Meteor,2007,Thriller,783484,202
382988,The Bowl,2018,Biography,939831,107
246834,The Sadism,2020,Film-Noir,784231,127
901824,The Daring,2022,Adventure,610712,87
993910,The Claret,2001,Western,202621,169
652341,Illustrious Petitioner,2013,Animation,611091,127
523794,The Cat,1997,Crime,319487,112
798554,The Closed Knob,2020,Horror,698157,116
676230,The Coating,2017,Drama,363629,64
103444,Incoherent Inquiry,1990,Family,295591,205
346920,The Near Pillage,1977,Horror,724395,127
917688,The Informant,1978,Mystery,181771,199
569348,Precision,1990,Animation,555114,163
989754,Gregorian Fleet,2008,Romance,983037,99
825929,The Antiquity,2016,Comedy,436729,151
559109,The Tactics,2024,History,554261,206
840972,Hyperbolic Postman,2016,Family,664908,196
404071,The Salable Pregnancy,1988,Adventure,578210,107
689716,Braised Cork,2017,Animation,496178,87
776968,Pursued Artistry,2003,Film-Noir,258643,97
266642,The Scratchy Rightfield,1959,Romance,817990,141
255533,Bomber,1952,Animation,249394,211
514500,Nonadsorptive Positivist,2015,Music,460667,92
743668,The Anodic Cigar,1983,Fantasy,415264,170
493011,Irate Thermocouple,2001,Romance,980789,225
493256,Overlook,2011,Family,443089,151
866475,Goodly Tenting,2022,Biography,514411,95
531818,Fervor,1993,Biography,637714,99
807825,The Parasympathetic,1950,Film-Noir,700037,138
714249,Incautious Pathology,1986,Music,715710,147
860923,Agility,2025,Film-Noir,311710,202
393435,Cantabile Bolo,1996,Sci-Fi,265577,188
317433,Centennial Employer,1998,Fantasy,414114,121
188608,Shylock,1966,Biography,686938,131
234888,Alternative,2012,Horror,921606,174
587579,The Banner Wind,1995,Horror,218045,202
454537,Letch,2002,Thriller,210772,190
768798,Lying,2016,Documentary,753432,143
755098,Addicted Stimulation,2021,Sci-Fi,265577,62
507704,Glottal Skid,2025,Mystery,725834,170
698851,The Partnership,2026,Comedy,103280,140
737713,The Wearing Jurisprudence,2019,Comedy,146668,111
143617,Jumentous Spleen,2023,Short,611051,62
379693,The Immaterial Swarm,2022,History,939831,155
325208,The Intelligentsia,2002,Thriller,622979,83
734992,Problematic Buzz,2025,Film-Noir,148706,138
700681,The Rot,2023,War,873939,112
352322,Strait,1973,Thriller,809799,218
852903,The Snowball,2022,Western,853664,206
476985,Annual Centimeter,2011,Film-Noir,601208,204
780284,Frontier,1960,Adventure,715428,105
520120,Catcher,2017,Romance,146668,121
952389,Lignite,2018,Action,643679,147
581309,The Heaven,2003,Documentary,616489,200
625700,Censorious Dentist,2013,Sport,839196,91
892510,The Communist Lid,1967,Horror,483056,182
328636,Constitution,2022,Romance,816797,138
182350,The Sunset,1972,Drama,475431,168
168541,The Mavis,2008,Animation,244839,207
772892,The Arable Unwillingness,2005,Film-Noir,389527,170
836735,The Defeated,1971,Adventure,554621,195
773229,The Prolix County,1975,Thriller,883393,97
546457,Answerable State,2024,Adventure,391623,60
357340,Sizable Ordinary,1968,Sport,511358,180
520505,Pandemic,2002,Mystery,850930,143
249540,The Arcade,1998,Comedy,585368,144
451636,The Crime,1953,Music,463105,166
410492,The Philosophy,2022,Sport,363156,203
114623,The Uncluttered Sterling,1973,Sci-Fi,717180,218
774335,The Poster,1991,Thriller,768788,218
529687,The Fighting Pulpit,2008,Adventure,145897,203
942078,The Exclusiveness,2013,Biography,232473,100
130806,Salaried Illiterate,1986,Comedy,411075,222
234981,Unfunctional Engraving,2003,Crime,758832,155
904690,Selfish Mixture,1995,Music,719287,223
779453,Businessman,2001,Romance,455704,132
990909,The Unloaded Maximum,1997,Horror,610477,162
122780,Unstable Adherent,2002,Action,226824,103
316223,The Peaceable Monograph,1994,Comedy,802206,183
239727,The Nick,2019,War,578210,96
796333,The Untempered Fantasy,2026,Action,375125,136
774184,The Feeling,1983,Thriller,106787,212
544146,The Poker,2022,Western,372258,170
412657,The Depreciation,1989,Documentary,797037,162
188131,The Scudding,1963,War,918037,193
502727,Manual Chariot,2017,Adventure,107870,166
571917,The Octet,2011,Fantasy,391338,174
596792,Mousey Information,1981,Romance,686938,150
410265,The Marginal Brigadier,2002,Film-Noir,272958,67
973522,The Syllabicity,2025,Thriller,714195,148
871904,The Millionth Cheek,1996,Horror,907099,164
172838,The Untested Disarmament,2000,Sci-Fi,863745,158
204928,Subscription,2012,Animation,170653,103
128201,Superficiality,1987,Animation,962012,190
338172,Woods,2016,Action,179118,70
344549,Cultist,1961,Romance,816747,103
290438,The Cold Grazing,1994,Musical,132583,136
160082,Lavatory,1995,Music,251628,69
830459,Mettle,1988,Horror,633183,71
912880,The Omen,1944,Sci-Fi,679401,158
228063,The Fair,2015,History,982824,195
322086,The Range,2017,Western,601979,190
775793,Inclined Magnum,1977,Western,721208,177
777319,The Iodinating Lotion,2008,Drama,869288,189
181215,Superintendent,2010,Biography,329291,133
436986,The Lasting Guilt,2014,War,600199,130
931662,The Alkalescent Jiffy,2023,Crime,131103,114
721001,Adverbial,1980,Comedy,838713,215
344477,Prohibited Shrine,1950,Crime,275979,96
104029,The Portable,2024,Adventure,177230,134
801520,The List,1979,Sci-Fi,483771,194
137840,Breakaway Lens,1943,War,799968,105
168519,Missing Parable,2017,Sci-Fi,543842,86
239047,Individualized Interne,2014,Sport,387072,183
760363,Turpentine,1990,Short,287857,128
561917,The Plaque,2009,Documentary,593935,144
764401,The Uncensored Designer,2007,Adventure,308827,60
384579,Privy Vault,2009,Musical,620237,81
264971,Convection,1956,Sport,676544,103
377307,The Fascination,1986,Family,611051,133
445495,The Chesty Seepage,1983,War,584914,87
672898,Petulant Uselessness,2009,Crime,375125,91
173392,The Nettled Amusement,1999,Fantasy,291010,178
841193,The Unconditional Picturing,2011,Biography,445226,73
270082,Micrometer,2019,Biography,827694,169
318412,The Irrational,2016,Musical,787959,179
242014,Airfield,2004,Documentary,259437,198
629889,Bid,2011,Documentary,980727,97
444317,The Workmanlike Skating,1989,War,850930,113
170039,The Comedian,2018,Western,256015,123
674275,Inexplicit Basso,2015,Mystery,403283,91
181817,The Dialectical Pi,1936,Animation,649208,225
159225,Jealousy,2026,Romance,282588,214
908367,The Prednisone,1998,Drama,464691,100
257803,Pretense,1997,Documentary,610324,125
306634,Analytical Brew,2026,Drama,769038,94
453342,Sinusoidal Printer,2001,Sci-Fi,506584,224
201243,Conjunction,2004,Short,259854,220
381757,Psi,1992,Family,785815,122
249439,Discrete Aberration,2013,Crime,335706,109
517646,The Leeway,1983,Fantasy,823520,74
627411,The Sultry Stab,2011,Fantasy,873970,139
796035,Frail Fog,2002,Fantasy,530046,221
782194,The Aim,1982,Western,185192,98
298741,Status,2019,Crime,378514,147
921432,The Prettiness,2004,Family,689518,79
143993,Cm,2021,Thriller,106787,216
973705,Paved Nasal,1997,Animation,405976,106
925355,The Homogeneity,2015,Drama,291444,210
725091,The May,1990,Horror,876019,88
179872,The Refill,2014,Biography,308827,75
854372,Vestigial Composition,2015,Fantasy,652469,179
638379,Published Capacity,2014,Western,797689,182
722654,Antidote,2009,Adventure,980727,105
668651,Drawers,2019,Romance,554621,76
886478,Darkening,1958,Romance,403283,72
404993,Sticking Submission,1995,Music,162325,125
457117,The Thyroidal Bridgehead,2016,Action,648335,143
716929,Caramel Shutdown,2024,Animation,808410,180
120076,Acerbic Modal,2011,Western,144385,195
805497,The Unceasing Combining,2015,Thriller,545613,95
385593,The Synonymous Fantasia,1986,Mystery,749099,103
368439,Purse,2014,Musical,976723,169
944368,Dairy,2026,Biography,253229,82
546453,The Insufferable Mink,2000,Documentary,745049,215
113685,Idiosyncratic Polyester,1975,Film-Noir,321128,114
816054,Boon Skiing,1934,War,635071,100
343683,Monogamy,1988,Action,293468,99
430566,Recumbent Shock,2010,Romance,745049,176
264643,The Deconsecrated Snack,2002,Animation,125852,120
448625,Washing,2015,Musical,512226,186
349705,The Soldierlike Findings,1995,Documentary,993708,104
835667,Mercenary Armhole,2020,Biography,962300,178
365985,The Aerospace,1980,Family,389527,180
136986,The Bow,2002,History,244218,187
823691,Humanist Weaver,1989,Musical,486243,95
872138,The Padded Span,1991,Film-Noir,932090,105
766035,Curled Churchyard,2022,History,184600,173
306329,Hive,2005,Documentary,504375,213
829599,Antecubital Bacillus,2008,Comedy,293468,132
960474,Tv,1995,Mystery,785815,189
732611,The Inveterate Reissue,2011,Music,244839,91
644962,Jailed Oxen,1992,Musical,705703,160
292941,Hagridden Tremble,2000,Sci-Fi,349598,113
769973,The Maladjustment,1994,Fantasy,913351,83
381007,Vacuum,1966,Comedy,100613,87
213693,Graded Obsession,2004,Biography,291444,140
855330,Hieroglyphical Benevolence,2003,Comedy,985822,87
242629,Pitcher,1978,Documentary,523410,69
532293,The Brilliant Behavior,1993,Documentary,241220,96
218771,Cerulean Concierge,2005,Biography,820386,123
561801,Burn,1977,Fantasy,893620,125
781510,Assignment,1971,Documentary,566445,95
536698,Capitol,1960,Music,399967,145
125535,Multiplication,1995,Documentary,551915,71
696491,The Outdoor Depression,2023,Animation,621067,141
539772,Roaring,2013,War,375125,144
591906,The Calamitous Arts,2014,Animation,866830,174
391846,The Latter Trace,1978,Drama,817044,125
840614,Acoustical Foreboding,1988,Action,531234,137
495359,The Amphibious Strengthening,2026,Mystery,166346,168
180924,Incomplete Axle,1938,Comedy,656976,130
769683,Sulphur,2026,History,407404,99
207893,The Lineal Sounding,2000,Horror,982824,194
542813,The Nude,2002,Musical,950863,210
460892,Lifeblood,2018,Drama,486243,139
731050,Internationalist Brotherhood,2020,Crime,106787,89
210430,Transalpine Sent,2025,Fantasy,185590,92
658033,Closing,2015,Thriller,127477,149
177566,Whipping Outcry,1952,Sport,566445,185
823126,Slangy Mat,2006,Mystery,980789,153
532996,Ethic,2021,Sport,465308,170
171180,The Current Province,2015,Action,387072,138
431448,Jurisprudence,2014,Short,628258,151
883360,Handicapped,2008,Comedy,201119,168
896963,Giggle,1960,Crime,124968,160
465807,Gleeful Fifth,1960,Romance,498227,169
835664,Masonic Proposition,2003,Sci-Fi,668224,176
681728,Unsavoury Carpenter,2016,Animation,678812,138
564763,The Attendance,1975,Action,405976,75
253539,The Blastemal Jelly,2026,Horror,124968,86
171744,The Costume,2010,Animation,287000,106
489637,The Fine,2026,Musical,533027,129
562150,The Packaged Trustee,2009,History,594535,92
155713,Vestibular Spotting,2025,Romance,754230,86
814548,Uncommitted Familiar,1971,Fantasy,886206,157
339711,Upcountry Ocular,2016,Drama,693687,134
493920,The Expressionism,1995,Film-Noir,945214,72
284420,Textbook Seminar,2018,Romance,527894,69
305079,Flat Territorial,1998,Action,745049,64
488148,The Gripping Undoing,2025,Comedy,938300,99
531901,The Outdated Rationalism,2013,Action,771454,181
894517,Witless Thick,1993,Drama,202951,116
588598,Falciform Render,2005,Musical,932090,90
855822,Bit,2020,Drama,880686,218
790431,Azure Baffled,2014,Western,722988,105
142961,The Hobby,2021,Sci-Fi,138567,175
687039,Geopolitical Coachman,1991,Horror,689518,98
179951,The Isothermal Birch,2020,Film-Noir,903134,103
783522,Archiepiscopal Waters,2024,Animation,206403,126
892731,The Horror,1997,Musical,340619,106
140638,The Lovesome Approval,2025,Film-Noir,839196,220
560660,Sanctified Bath,1994,Musical,649208,180
271948,Horizon,2017,Crime,128468,124
502180,Little,2024,Comedy,686938,104
780470,The License,1954,Biography,191919,173
349655,Agonized Bunt,2021,Animation,696129,153
430735,Counselor,1967,Short,361912,127
403499,The Widespread Pal,2024,Animation,429681,208
391667,The Thrusting,2011,Biography,121271,77
256475,The Penny,2019,Romance,693814,219
382036,Unexplained Halfback,2000,Musical,914834,92
772283,The Ambassador,1991,Animation,346912,65
727739,The Adjective Waning,2019,Comedy,903284,121
875810,The Hostilities,2026,Biography,873939,197
685313,Chilly Corrosive,2018,Music,580177,138
931240,The Shortage,1954,War,918037,161
596933,The Unruly Advisability,1964,Thriller,460589,152
234491,The Expressionistic Strangeness,1981,Family,776190,192
304705,Itinerant Counterproposal,2003,Music,440628,219
842159,The Phonograph,2021,Musical,282469,189
837040,Bootlicking Reappearance,2008,Western,893620,144
299386,Rudderless Album,2001,Sport,802206,212
342389,The Thundering Cock,1944,Thriller,780534,124
562626,The Carriage,1996,Music,367759,217
407192,The Motive Remedy,1967,Drama,170521,201
552203,Abolition,2014,Biography,983819,114
562987,Salient,2021,Family,590025,124
969509,Camping,1991,Romance,432777,223
286679,The Julep,2023,Drama,460589,188
234668,Unwomanly Outfield,2011,Documentary,472792,105
775938,The Axial Pall,1987,Biography,423558,123
215740,The Cigarette,1981,Sci-Fi,191733,63
693039,The Nonrigid Print,2007,Mystery,553297,142
103262,Synchrony,2008,Adventure,540943,132
362690,Wiring,2020,Musical,859600,114
227281,Jigger,1939,Fantasy,331383,180
475527,The Primacy,2023,Sport,827870,219
413543,The Wonderful Tomato,2015,Sci-Fi,295591,137
806152,The Inflammatory Neglect,2001,Sport,663331,136
709257,The Jittery Assist,2025,Fantasy,776190,163
908674,The Tuning,2012,Sport,946312,146
977486,The Reduction,2021,Family,589008,166
644196,The Rostrum,2016,Sci-Fi,834766,209
392303,Breakup,1943,Music,197290,76
936816,Instinctive Accounting,1975,Drama,133352,72
482392,Effortful Transcription,1999,Romance,151511,201
210406,Reimbursement,1979,War,677320,84
474738,The Cusp,1940,Documentary,327974,167
536073,Sulphurous Obscenity,1992,Mystery,145249,201
299474,The Fitting,2010,Short,128967,86
511278,The Hempen Addiction,2021,Film-Noir,241220,73
